platform,pump_id,month,coin_rank,n_exchanges,pair_count,channel,exchange,max_price_inc_pct,post_pump_change_pct,server_members,views,pump_type,date
Telegram,523,4,625,4,8,Crypto4Pumps,None,37.9613,-23.0228,0,3607,target,2018-04-21
Telegram,524,5,38,11,11,PumpHunters,Binance,3.7313,-60.5723,0,6110,target,2018-05-30
Telegram,525,6,116,41,20,CryptoRocketPumps,None,0.6457,-37.3746,0,10039,target,2018-06-01
Telegram,526,5,79,9,14,Big Pump Signal,None,3.7613,-50.2069,0,5684,target,2018-05-17
Telegram,527,1,401,8,1,CryptoPumpAlerts,Binance,5.9363,-56.1559,0,9899,target,2018-01-22
Telegram,528,1,363,2,1,PumpKingCrypto,None,6.2866,-72.6636,0,14747,target,2018-01-21
Telegram,529,6,22,34,17,AlphaPumpLeague,Binance,4.1182,-61.3958,0,17393,target,2018-06-01
Telegram,530,5,191,4,3,Big Pump Signal,Other,2.8262,-48.6768,0,7821,target,2018-05-04
Telegram,531,6,514,2,1,PureInvestments,None,5.0326,-69.654,0,2594,target,2018-06-29
Telegram,532,3,286,9,2,ElitePumpGroup,None,9.4044,7.7081,0,2368,target,2018-03-12
Telegram,533,5,285,26,18,CryptoPumpAlerts,Bittrex,13.0374,-22.2334,0,2562,target,2018-05-06
Telegram,534,5,180,18,13,CryptoCartelOriginal,None,1.2107,-2.6997,0,2733,target,2018-05-06
Telegram,535,5,96,26,49,PumpHunters,None,0.5485,6.2179,0,7355,target,2018-05-06
Telegram,536,5,246,9,9,Crypto4Pumps,Other,1.203,-2.3023,0,33196,target,2018-05-18
Telegram,537,1,262,7,2,Crypto4Pumps,None,0.4775,15.3358,0,8087,target,2018-01-16
Telegram,538,5,435,17,16,CryptoPumpAlerts,Bittrex,1.6951,-16.333,0,6302,target,2018-05-29
Telegram,539,4,468,4,1,CryptoPumpAlerts,Bittrex,2.549,-19.5183,0,15216,target,2018-04-15
Telegram,540,3,270,22,11,CryptoCartelOriginal,Other,4.6995,10.0223,0,3364,target,2018-03-02
Telegram,541,2,669,20,22,MoonPumpSignals,Binance,8.5726,-60.5204,0,16279,obvious,2018-02-15
Telegram,542,6,179,6,2,PureInvestments,None,3.7919,-53.4095,0,15293,target,2018-06-14
Telegram,543,1,68,10,6,CoinPumpNation,Binance,1.8377,0.364,0,7109,target,2018-01-10
Telegram,544,4,384,5,6,CryptoPumpAlerts,Binance,1.7307,-76.0693,0,39501,target,2018-04-22
Telegram,545,4,280,2,1,Big Pump Signal,Binance+Bittrex,6.2759,-37.2302,0,17315,target,2018-04-29
Telegram,546,6,391,5,8,PureInvestments,Binance,0.8649,13.1399,0,7028,target,2018-06-12
Telegram,547,4,80,58,499,Big Pump Signal,None,3.721,7.3449,0,5993,target,2018-04-22
Telegram,548,3,1250,2,1,CryptoPumpAlerts,None,57.108,7.7248,0,4700,target,2018-03-18
Telegram,549,1,474,26,6,MoonPumpSignals,Binance,5.8598,2.3787,0,6058,target,2018-01-22
Telegram,550,3,193,8,5,CryptoCartelOriginal,Bittrex,2.2045,-64.2813,0,6208,obvious,2018-03-15
Telegram,551,3,108,105,92,Big Pump Signal,Binance,1.4391,-65.8074,0,5167,target,2018-03-09
Telegram,552,5,659,3,2,PumpHunters,None,8.72,-55.2659,0,5648,target,2018-05-18
Telegram,553,3,93,15,39,Big Pump Signal,Bittrex,3.4516,-28.6101,0,2475,target,2018-03-13
Telegram,554,1,1907,1,1,CryptoCartelOriginal,None,23.4054,5.2689,0,4190,obvious,2018-01-03
Telegram,555,5,144,7,17,CryptoCartelOriginal,None,3.8742,15.4412,0,1760,target,2018-05-23
Telegram,556,1,1173,17,71,CryptoCartelOriginal,Bittrex,9.9355,0.0912,0,9592,target,2018-01-17
Telegram,557,1,212,18,15,Big Pump Signal,Binance,7.5608,-39.89,0,7236,target,2018-01-19
Telegram,558,4,1035,14,11,CoinPumpNation,Bittrex,15.7949,-56.0093,0,6100,target,2018-04-16
Telegram,559,1,129,4,1,Crypto4Pumps,Bittrex,3.2528,-70.6758,0,14276,target,2018-01-27
Telegram,560,2,255,19,7,PumpKingCrypto,Bittrex,5.1066,-71.7364,0,3266,obvious,2018-02-05
Telegram,561,6,516,3,2,CryptoRocketPumps,None,8.065,-38.8018,0,3715,target,2018-06-02
Telegram,562,5,454,2,1,Big Pump Signal,Binance,3.2408,-41.4637,0,1941,target,2018-05-17
Telegram,563,5,673,8,7,PumpHunters,Bittrex,1.3384,-75.1725,0,16021,target,2018-05-27
Telegram,564,4,161,16,14,Crypto4Pumps,None,1.5004,-27.6605,0,11268,target,2018-04-14
Telegram,565,1,270,11,13,CoinPumpNation,None,14.1087,10.0978,0,20744,target,2018-01-13
Telegram,566,5,768,12,12,CoinPumpNation,Other,6.2167,1.5549,0,25674,target,2018-05-18
Telegram,567,4,133,31,3,PumpKingCrypto,None,3.0927,-45.2774,0,4730,target,2018-04-11
Telegram,568,1,419,32,39,MoonPumpSignals,Binance,4.7321,6.3409,0,3714,target,2018-01-17
Telegram,569,3,205,4,14,CryptoRocketPumps,None,5.0462,-37.6031,0,1489,obvious,2018-03-30
Telegram,570,4,301,38,16,PureInvestments,None,6.3079,-29.0011,0,2681,target,2018-04-13
Telegram,571,1,270,56,169,CryptoRocketPumps,Other,12.4514,8.1934,0,5144,target,2018-01-15
Telegram,572,2,123,10,1,Crypto4Pumps,Bittrex,7.1584,-59.0713,0,1190,target,2018-02-23
Telegram,573,3,198,2,1,CryptoRocketPumps,Binance+Bittrex,3.2513,-0.4424,0,2728,target,2018-03-22
Telegram,574,4,285,3,1,CryptoPumpAlerts,None,9.6416,-38.6249,0,6308,target,2018-04-11
Telegram,575,1,228,7,14,Big Pump Signal,Binance,1.2787,-56.7495,0,14363,target,2018-01-16
Telegram,576,4,1028,34,117,CryptoPumpAlerts,Other,5.4045,-49.348,0,3696,target,2018-04-15
Telegram,577,2,620,7,2,Crypto4Pumps,Binance,9.3271,-37.0583,0,7534,target,2018-02-11
Telegram,578,4,325,5,7,CryptoCartelOriginal,None,4.4011,-60.815,0,32540,target,2018-04-13
Telegram,579,2,126,8,24,Big Pump Signal,Binance,3.6661,-48.1136,0,1476,target,2018-01-31
Telegram,580,3,119,4,1,CoinPumpNation,None,3.5569,-28.2162,0,16892,target,2018-03-16
Telegram,581,4,1473,10,4,Crypto4Pumps,Other,6.1105,-69.9106,0,9324,target,2018-04-10
Telegram,582,4,101,15,15,Crypto4Pumps,Other,2.276,-65.7801,0,19670,target,2018-04-25
Telegram,583,1,277,67,10,PumpMasterBTC,Bittrex,1.8435,-1.3513,0,15280,target,2018-01-19
Telegram,584,4,346,16,7,CoinPumpNation,Other,8.2455,7.1652,0,3867,target,2018-04-22
Telegram,585,5,189,26,163,CryptoPumpAlerts,Bittrex,1.0466,5.5962,0,6774,target,2018-05-08
Telegram,586,2,102,13,2,CryptoCartelOriginal,Bittrex,0.835,16.3409,0,1975,target,2018-02-01
Telegram,587,4,123,5,5,PumpMasterBTC,Binance,7.6599,-64.7548,0,4353,target,2018-04-12
Telegram,588,4,153,6,4,CryptoPumpAlerts,Bittrex,4.7346,11.6579,0,6933,target,2018-04-15
Telegram,589,5,132,4,1,Crypto4Pumps,None,2.4968,15.8331,0,8736,obvious,2018-05-13
Telegram,590,4,825,14,7,CryptoRocketPumps,Bittrex,12.9576,16.4944,0,13158,target,2018-04-04
Telegram,591,6,248,7,23,CryptoPumpAlerts,None,6.7084,-2.5996,0,25682,target,2018-06-06
Telegram,592,4,156,31,26,Crypto4Pumps,None,4.7563,15.4771,0,4686,target,2018-04-22
Telegram,593,4,276,11,10,Big Pump Signal,None,3.8311,-48.6814,0,17752,target,2018-04-28
Telegram,594,3,456,6,16,Big Pump Signal,Binance,2.5768,17.128,0,8473,target,2018-03-31
Telegram,595,4,184,4,1,AlphaPumpLeague,None,4.9869,-64.3058,0,2247,target,2018-04-16
Telegram,596,1,563,9,1,CryptoRocketPumps,None,13.9847,-68.947,0,5959,target,2018-01-19
Telegram,597,4,80,15,56,CoinPumpNation,Bittrex,1.9592,-40.7925,0,7458,target,2018-04-19
Telegram,598,3,717,15,7,ElitePumpGroup,Bittrex,3.924,-56.744,0,3341,obvious,2018-03-13
Telegram,599,4,248,5,5,PureInvestments,Bittrex,6.5852,-52.882,0,2814,target,2018-04-10
Telegram,600,5,240,19,3,CoinPumpNation,Binance+Bittrex,1.4377,-52.5936,0,2735,target,2018-05-03
Telegram,601,6,134,62,46,MoonPumpSignals,Binance,1.4112,-47.9393,0,4278,obvious,2018-06-01
Telegram,602,2,83,23,2,CryptoRocketPumps,Bittrex,2.0226,6.5055,0,3263,target,2018-02-09
Telegram,603,6,56,43,20,Crypto4Pumps,None,0.7762,-16.4893,0,19081,target,2018-06-11
Telegram,604,5,126,24,4,Big Pump Signal,Other,18.4117,-67.4174,0,857,target,2018-05-16
Telegram,605,5,424,46,6,CryptoCartelOriginal,Bittrex,6.1741,10.3557,0,7429,target,2018-05-30
Telegram,606,5,105,22,6,ElitePumpGroup,None,4.9143,4.2655,0,10558,target,2018-05-27
Telegram,607,2,62,38,1,Crypto4Pumps,Bittrex,5.2935,-0.9282,0,3004,target,2018-02-05
Telegram,608,6,110,15,1,CryptoPumpAlerts,Binance,1.8968,-48.5646,0,5563,target,2018-06-15
Telegram,609,4,177,6,5,ElitePumpGroup,Binance,8.6964,2.5147,0,5070,target,2018-04-17
Telegram,610,5,183,4,2,PumpKingCrypto,Bittrex,5.4175,-1.3086,0,6337,target,2018-05-30
Telegram,611,2,223,35,3,AlphaPumpLeague,None,17.5719,-63.7103,0,11827,target,2018-02-12
Telegram,612,1,633,2,1,PumpMasterBTC,Binance,7.7834,-44.3333,0,10967,target,2018-01-12
Telegram,613,2,769,12,1,PumpKingCrypto,None,17.4438,-29.9112,0,4079,target,2018-02-22
Telegram,614,4,1515,6,5,MoonPumpSignals,None,29.0828,7.2226,0,1903,target,2018-04-01
Telegram,615,4,58,48,18,MoonPumpSignals,Bittrex,0.576,10.7253,0,7774,target,2018-04-03
Telegram,616,6,116,9,2,Big Pump Signal,None,0.8486,-2.8903,0,3889,target,2018-06-18
Telegram,617,1,469,4,1,CryptoPumpAlerts,None,13.856,1.8061,0,4335,target,2018-01-10
Telegram,618,1,166,18,184,CryptoPumpAlerts,None,5.1937,-1.4509,0,8166,target,2018-01-07
Telegram,619,3,542,5,1,AlphaPumpLeague,Bittrex,5.1376,-22.1715,0,4687,target,2018-03-26
Telegram,620,2,301,3,1,PumpMasterBTC,None,6.3003,-40.805,0,8759,target,2018-02-07
Telegram,621,3,1034,32,37,Big Pump Signal,Binance,3.9923,-67.0174,0,56236,target,2018-03-02
Telegram,622,5,639,3,1,PumpMasterBTC,Binance,23.7452,-61.6467,0,12057,target,2018-05-01
Telegram,623,6,649,2,1,PumpHunters,None,8.2529,-58.0443,0,21014,target,2018-06-27
Telegram,624,2,173,10,1,Big Pump Signal,Bittrex,3.0612,-46.0018,0,10404,target,2018-02-15
Telegram,625,2,229,34,38,CryptoPumpAlerts,Binance+Bittrex,13.778,17.2806,0,7218,target,2018-01-31
Telegram,626,5,190,1,1,PumpMasterBTC,Bittrex,3.6644,-30.2296,0,10538,target,2018-05-08
Telegram,627,2,64,58,20,CryptoPumpAlerts,None,0.7346,13.8653,0,10114,target,2018-02-09
Telegram,628,5,939,2,2,ElitePumpGroup,Bittrex,6.7102,-2.3492,0,13997,target,2018-05-30
Telegram,629,4,489,10,1,PumpHunters,Binance,3.5982,-39.3219,0,7111,target,2018-04-17
Telegram,630,5,183,6,1,PumpHunters,None,1.8652,-51.7282,0,2245,target,2018-05-26
Telegram,631,1,808,37,2,PumpKingCrypto,Binance,4.7945,-53.4057,0,1962,target,2018-01-14
Telegram,632,6,142,15,9,PumpKingCrypto,Bittrex,2.0281,14.0937,0,9978,target,2018-06-21
Telegram,633,6,48,12,6,AlphaPumpLeague,None,1.6161,14.3725,0,2618,target,2018-06-01
Telegram,634,1,619,5,4,CryptoPumpAlerts,None,18.8472,-51.2565,0,12063,target,2018-01-11
Telegram,635,4,79,20,1,Crypto4Pumps,None,2.1851,13.91,0,20903,obvious,2018-04-14
Telegram,636,3,210,13,4,CryptoPumpAlerts,Binance,2.6204,15.4468,0,5616,target,2018-03-04
Telegram,637,2,301,14,1,CryptoCartelOriginal,Bittrex,2.0943,-34.691,0,18776,target,2018-02-07
Telegram,638,6,354,9,2,PumpKingCrypto,None,1.757,6.8369,0,8414,target,2018-06-20
Telegram,639,2,536,2,4,CryptoCartelOriginal,Bittrex,46.3476,-58.2998,0,6913,obvious,2018-02-20
Telegram,640,2,422,6,1,Crypto4Pumps,None,4.8063,-50.8342,0,7192,target,2018-01-31
Telegram,641,1,410,15,1,PumpHunters,Other,9.14,2.0277,0,3358,obvious,2018-01-08
Telegram,642,4,123,8,1,PumpMasterBTC,None,8.1246,-21.5345,0,3015,target,2018-04-14
Telegram,643,5,326,17,1,CoinPumpNation,Bittrex,0.6305,15.2794,0,1692,target,2018-05-09
Telegram,644,4,64,21,1,MoonPumpSignals,None,2.362,14.5276,0,3646,target,2018-04-02
Telegram,645,4,1018,4,3,ElitePumpGroup,Binance+Bittrex,9.0684,-51.1458,0,41050,target,2018-04-02
Telegram,646,1,71,56,4,CryptoCartelOriginal,None,1.2444,2.7689,0,1921,target,2018-01-17
Telegram,647,5,183,2,1,CryptoPumpAlerts,Binance,0.5742,-45.326,0,2509,target,2018-05-12
Telegram,648,3,76,10,4,MoonPumpSignals,None,3.2453,-61.5719,0,3430,target,2018-03-18
Telegram,649,4,130,44,10,CryptoPumpAlerts,Bittrex,0.634,-15.2624,0,3568,target,2018-04-22
Telegram,650,4,253,55,33,CryptoPumpAlerts,Binance,2.1644,9.1951,0,8488,target,2018-04-16
Telegram,651,6,156,104,15,PumpKingCrypto,Binance+Bittrex,0.6136,8.6957,0,4039,obvious,2018-06-16
Telegram,652,5,699,7,7,CryptoPumpAlerts,Binance,12.1138,-32.4457,0,5722,target,2018-05-22
Telegram,653,5,307,15,2,Big Pump Signal,None,3.0082,-72.7077,0,3305,target,2018-05-06
Telegram,654,4,165,27,7,CryptoCartelOriginal,None,4.4951,7.2381,0,4531,target,2018-04-07
Telegram,655,1,222,36,8,PumpHunters,None,9.3301,9.7809,0,6432,target,2018-01-22
Telegram,656,4,749,8,7,Big Pump Signal,Other,13.8802,-23.5436,0,6039,target,2018-04-08
Telegram,657,4,566,17,13,Crypto4Pumps,Bittrex,3.9692,-32.9572,0,35913,target,2018-04-27
Telegram,658,5,90,26,1,PumpHunters,Bittrex,2.0238,-65.1499,0,6605,target,2018-05-13
Telegram,659,4,136,23,13,CoinPumpNation,Binance,2.0768,-44.1711,0,5668,target,2018-04-03
Telegram,660,3,383,3,1,ElitePumpGroup,None,5.6285,-53.0239,0,824,target,2018-03-23
Telegram,661,2,344,7,1,PumpKingCrypto,None,5.7717,-1.2366,0,8280,target,2018-02-12
Telegram,662,1,97,10,3,PumpMasterBTC,Binance,8.8699,6.5475,0,1280,target,2018-01-04
Telegram,663,5,491,2,1,Big Pump Signal,Binance,0.8149,-61.1138,0,10768,target,2018-05-07
Telegram,664,6,112,3,1,PumpHunters,Binance,5.8916,2.8773,0,7627,target,2018-06-26
Telegram,665,4,807,4,3,CryptoPumpAlerts,Other,8.0226,-55.545,0,13252,target,2018-04-14
Telegram,666,4,403,6,1,CryptoPumpAlerts,Binance,1.5174,-2.9502,0,3962,obvious,2018-04-08
Telegram,667,5,90,19,2,AlphaPumpLeague,Binance+Bittrex,1.2218,-56.8793,0,6920,target,2018-05-17
Telegram,668,2,155,22,8,PumpMasterBTC,Binance,3.5036,-41.3954,0,11955,target,2018-02-03
Telegram,669,2,153,16,1,Crypto4Pumps,Binance,1.7966,-65.1286,0,3090,target,2018-02-11
Telegram,670,2,289,8,1,Big Pump Signal,None,4.4521,-64.5975,0,11311,obvious,2018-02-17
Telegram,671,6,208,5,9,PumpMasterBTC,None,5.501,7.9027,0,10883,obvious,2018-06-28
Telegram,672,1,89,38,2,Crypto4Pumps,Binance,4.9744,-36.4432,0,6037,target,2018-01-09
Telegram,673,4,71,17,4,AlphaPumpLeague,Bittrex,2.4,-63.7031,0,25587,target,2018-04-25
Telegram,674,3,410,5,1,Crypto4Pumps,Bittrex,5.3475,-63.5077,0,10445,target,2018-03-14
Telegram,675,4,324,8,37,CryptoPumpAlerts,None,2.7441,4.6588,0,1649,target,2018-04-27
Telegram,676,2,275,5,1,Big Pump Signal,Other,4.8172,6.056,0,15564,target,2018-02-01
Telegram,677,6,319,6,1,CoinPumpNation,None,10.3296,-0.6616,0,3884,obvious,2018-06-04
Telegram,678,3,143,8,1,Crypto4Pumps,None,1.6401,7.618,0,13249,target,2018-03-15
Telegram,679,6,295,7,2,CryptoPumpAlerts,None,4.9068,2.6726,0,8677,target,2018-06-23
Telegram,680,4,2036,7,3,AlphaPumpLeague,Binance,3.2429,-54.8111,0,729,target,2018-04-10
Telegram,681,4,719,9,1,Crypto4Pumps,Binance,8.5088,-2.9878,0,11262,target,2018-04-04
Telegram,682,5,193,48,75,MoonPumpSignals,Bittrex,8.144,-51.3723,0,5611,target,2018-05-06
Telegram,683,4,156,40,25,Crypto4Pumps,Other,10.6827,13.3802,0,4592,target,2018-04-09
Telegram,684,1,19,182,273,PumpHunters,Binance,3.0179,10.1846,0,4739,target,2018-01-12
Telegram,685,5,654,11,2,Crypto4Pumps,None,16.6539,-56.6987,0,13151,target,2018-05-18
Telegram,686,4,507,12,6,ElitePumpGroup,None,12.349,-63.5459,0,3111,target,2018-04-24
Telegram,687,4,153,8,2,CryptoCartelOriginal,None,1.4105,-50.1917,0,17287,target,2018-04-04
Telegram,688,5,69,41,114,PumpMasterBTC,None,1.1663,8.0862,0,1879,target,2018-05-23
Telegram,689,4,88,9,4,AlphaPumpLeague,Other,2.3898,-59.5147,0,8678,target,2018-04-30
Telegram,690,3,373,2,1,Crypto4Pumps,None,5.2858,10.0632,0,12970,target,2018-03-12
Telegram,691,3,231,44,11,Big Pump Signal,None,2.19,-45.6757,0,12705,target,2018-03-08
Telegram,692,2,466,2,1,Big Pump Signal,Bittrex,2.539,-30.0431,0,7899,target,2018-03-01
Telegram,693,4,270,15,8,ElitePumpGroup,None,4.5593,-37.7898,0,5682,target,2018-04-28
Telegram,694,3,596,3,2,Crypto4Pumps,None,11.2081,3.797,0,4255,obvious,2018-03-05
Telegram,695,1,349,25,4,PureInvestments,None,6.9141,-21.2657,0,2414,target,2018-01-26
Telegram,696,5,527,23,11,CryptoRocketPumps,None,3.4339,-0.4162,0,3795,target,2018-05-26
Telegram,697,2,38,41,23,Big Pump Signal,Bittrex,11.5125,4.4955,0,3008,target,2018-02-09
Telegram,698,2,82,55,39,Crypto4Pumps,None,5.5964,13.5664,0,2620,target,2018-03-01
Telegram,699,5,180,12,1,CoinPumpNation,Bittrex,1.2892,-55.5512,0,30934,target,2018-05-06
Telegram,700,5,660,51,7,CryptoPumpAlerts,None,7.5962,-30.5698,0,1588,target,2018-05-18
Telegram,701,5,1355,9,1,CryptoPumpAlerts,None,2.2675,-46.5404,0,17466,target,2018-05-22
Telegram,702,3,216,5,1,Crypto4Pumps,Other,10.0543,-31.4029,0,2385,target,2018-03-03
Telegram,703,4,144,15,1,PumpMasterBTC,Binance,3.636,-60.7391,0,2858,target,2018-04-28
Telegram,704,6,43,21,4,ElitePumpGroup,None,2.3789,-60.0715,0,2819,target,2018-06-27
Telegram,705,3,544,6,1,Crypto4Pumps,Bittrex,4.1802,9.7736,0,2653,obvious,2018-03-13
Telegram,706,1,153,3,1,Big Pump Signal,Bittrex,3.2837,-34.1213,0,14724,target,2018-01-14
Telegram,707,2,2036,5,1,CryptoCartelOriginal,Binance,17.3656,-63.3307,0,11106,target,2018-02-11
Telegram,708,6,129,4,3,Big Pump Signal,None,9.7835,-37.0632,0,5560,target,2018-06-05
Telegram,709,3,1657,1,1,PumpMasterBTC,Binance,8.9418,-35.98,0,66254,target,2018-03-28
Telegram,710,4,490,5,2,CoinPumpNation,Bittrex,5.2335,-31.4373,0,6669,obvious,2018-04-27
Telegram,711,4,99,8,2,AlphaPumpLeague,None,3.7052,13.6161,0,7114,target,2018-04-18
Telegram,712,6,308,4,1,CryptoCartelOriginal,Other,2.833,-47.671,0,3795,target,2018-06-12
Telegram,713,3,500,1,1,AlphaPumpLeague,None,4.3301,-54.5767,0,3432,target,2018-03-22
Telegram,714,4,204,5,1,CryptoCartelOriginal,Other,27.0829,-49.5308,0,4316,obvious,2018-04-15
Telegram,715,6,531,6,3,PumpHunters,Binance,4.4863,-60.15,0,13867,target,2018-06-22
Telegram,716,2,521,4,3,Crypto4Pumps,None,11.3386,-61.291,0,10946,target,2018-02-17
Telegram,717,4,428,12,7,CryptoCartelOriginal,Bittrex,2.4223,15.9479,0,20074,target,2018-04-06
Telegram,718,1,247,38,82,PumpHunters,None,2.3111,-65.6427,0,3696,obvious,2018-01-28
Telegram,719,2,87,28,5,PumpKingCrypto,Bittrex,21.332,-60.4461,0,11117,target,2018-02-12
Telegram,720,1,234,28,5,CoinPumpNation,None,1.4979,-65.9449,0,8751,target,2018-01-16
Telegram,721,3,293,27,42,Crypto4Pumps,Other,5.1294,2.2428,0,9753,target,2018-03-21
Telegram,722,2,46,9,4,CryptoPumpAlerts,None,7.1867,-54.1445,0,3266,target,2018-02-26
Telegram,723,5,291,15,4,Big Pump Signal,Binance,4.0628,-39.7968,0,2818,target,2018-05-13
Telegram,724,4,229,27,117,CryptoPumpAlerts,None,3.2123,-55.0024,0,10655,target,2018-04-06
Telegram,725,3,78,12,9,PumpKingCrypto,Binance,5.5136,-44.4825,0,14116,target,2018-03-05
Telegram,726,5,185,6,1,PumpMasterBTC,None,0.7581,-62.3203,0,4017,target,2018-05-19
Telegram,727,6,189,20,3,CoinPumpNation,Bittrex,10.4557,-69.5288,0,11302,target,2018-06-12
Telegram,728,3,1416,1,1,AlphaPumpLeague,Binance+Bittrex,17.4631,-58.3545,0,18588,target,2018-03-17
Telegram,729,1,305,3,1,CryptoRocketPumps,None,20.9708,-60.0425,0,4986,obvious,2018-01-26
Telegram,730,1,635,3,1,Big Pump Signal,Other,20.6141,16.203,0,2011,target,2018-01-10
Telegram,731,5,225,17,16,PumpHunters,None,2.8659,-30.7677,0,2235,obvious,2018-05-20
Telegram,732,5,46,28,36,Crypto4Pumps,None,0.5159,-34.421,0,3824,target,2018-05-07
Telegram,733,4,458,20,16,PumpMasterBTC,Binance,8.0479,-37.2804,0,4644,target,2018-04-21
Telegram,734,1,138,6,6,PumpKingCrypto,None,13.4208,-34.549,0,6561,target,2018-01-03
Telegram,735,4,185,5,3,Big Pump Signal,Binance+Bittrex,3.41,-70.9551,0,6674,target,2018-04-07
Telegram,736,4,97,27,23,Crypto4Pumps,None,6.3457,-64.6742,0,5376,target,2018-04-08
Telegram,737,3,267,5,1,ElitePumpGroup,Binance,2.1284,-36.1066,0,11990,obvious,2018-03-07
Telegram,738,1,652,4,13,Big Pump Signal,Binance+Bittrex,6.1334,-62.9813,0,3562,target,2018-01-21
Telegram,739,3,578,1,1,CryptoPumpAlerts,None,8.8088,-56.2467,0,19640,target,2018-03-13
Telegram,740,5,1040,7,3,PumpMasterBTC,None,5.7946,-43.7197,0,14939,obvious,2018-05-09
Telegram,741,6,1181,21,1,Big Pump Signal,None,8.0905,-57.213,0,14044,target,2018-06-08
Telegram,742,2,40,10,3,ElitePumpGroup,None,0.8745,-44.5654,0,3879,target,2018-02-21
Telegram,743,6,85,44,9,ElitePumpGroup,Binance,0.6579,-47.6371,0,6132,target,2018-06-16
Telegram,744,4,49,21,10,CryptoPumpAlerts,Binance+Bittrex,2.3182,-69.8137,0,12439,target,2018-04-27
Telegram,745,4,442,1,1,Big Pump Signal,Binance,2.1339,-20.272,0,5715,target,2018-04-16
Telegram,746,5,134,6,1,Big Pump Signal,None,0.5268,10.9146,0,3752,target,2018-05-21
Telegram,747,4,161,5,1,CryptoRocketPumps,Binance,2.5798,-69.0699,0,3627,target,2018-04-28
Telegram,748,1,206,9,19,ElitePumpGroup,None,7.4568,-42.5751,0,3779,target,2018-01-25
Telegram,749,2,353,13,1,CryptoPumpAlerts,Binance,4.6831,8.7763,0,2542,target,2018-02-22
Telegram,750,5,66,104,17,PureInvestments,Binance,4.2925,-55.3321,0,76011,target,2018-05-18
Telegram,751,4,81,5,5,Big Pump Signal,None,12.4602,-61.8666,0,1305,obvious,2018-04-27
Telegram,752,3,251,7,2,Big Pump Signal,Binance,3.4115,7.5674,0,2959,target,2018-03-30
Telegram,753,4,735,3,1,Crypto4Pumps,Binance,7.8803,-49.8596,0,11178,target,2018-04-04
Telegram,754,2,245,3,3,CryptoCartelOriginal,None,7.1239,-42.471,0,3809,target,2018-02-22
Telegram,755,2,123,16,2,CryptoPumpAlerts,None,5.1569,-54.3067,0,5029,target,2018-01-31
Telegram,756,5,36,26,5,MoonPumpSignals,Bittrex,0.5328,-51.2867,0,9438,target,2018-05-10
Telegram,757,3,589,1,1,Crypto4Pumps,Binance+Bittrex,8.8445,-56.7567,0,16147,target,2018-03-26
Telegram,758,2,129,15,3,CryptoCartelOriginal,Bittrex,12.5253,6.8431,0,5372,target,2018-02-21
Telegram,759,3,89,6,11,PureInvestments,None,14.9348,-53.2038,0,14713,target,2018-03-20
Telegram,760,6,53,22,1,CryptoPumpAlerts,Bittrex,1.4037,-28.0498,0,1617,obvious,2018-06-20
Telegram,761,2,68,61,6,Crypto4Pumps,None,0.8956,-1.4481,0,4059,target,2018-02-04
Telegram,762,2,105,24,1,MoonPumpSignals,Other,4.1041,-1.8526,0,10264,target,2018-02-22
Telegram,763,3,202,14,32,Crypto4Pumps,None,9.7718,-51.519,0,35684,target,2018-03-05
Telegram,764,1,84,11,1,Big Pump Signal,None,11.8585,-64.8065,0,2998,target,2018-01-10
Telegram,765,1,296,10,2,MoonPumpSignals,None,1.8853,3.9505,0,2584,target,2018-01-03
Telegram,766,1,201,20,1,CoinPumpNation,Other,4.6481,1.2747,0,9019,target,2018-01-16
Telegram,767,1,1840,6,1,PureInvestments,Bittrex,12.0275,-1.1812,0,7074,target,2018-01-26
Telegram,768,4,54,20,24,Crypto4Pumps,Bittrex,1.2546,-2.4868,0,3691,target,2018-04-27
Telegram,769,2,289,12,6,Crypto4Pumps,Other,3.9295,17.5461,0,2425,target,2018-01-31
Telegram,770,3,293,3,1,MoonPumpSignals,Binance,2.8405,-57.1319,0,4386,target,2018-03-31
Telegram,771,5,99,8,1,ElitePumpGroup,Binance,5.2548,-21.5588,0,10495,target,2018-05-07
Telegram,772,1,273,19,5,CryptoPumpAlerts,Bittrex,6.5965,-49.661,0,5108,target,2018-01-11
Telegram,773,2,500,16,7,CryptoPumpAlerts,Binance,2.3707,1.454,0,18151,target,2018-02-08
Telegram,774,6,273,11,1,Big Pump Signal,Bittrex,0.4741,-28.0751,0,6031,target,2018-06-14
Telegram,775,4,868,23,22,PumpKingCrypto,None,10.6969,-61.2821,0,11230,target,2018-04-01
Telegram,776,4,35,42,57,CryptoRocketPumps,None,3.0916,-39.4662,0,8553,target,2018-04-10
Telegram,777,4,117,12,2,Big Pump Signal,Bittrex,2.7021,17.6785,0,4813,obvious,2018-04-10
Telegram,778,6,941,2,1,PumpHunters,None,4.4552,-57.0091,0,13651,target,2018-06-21
Telegram,779,1,568,27,10,Big Pump Signal,Binance,24.3038,8.4345,0,2424,target,2018-01-26
Telegram,780,1,407,17,29,CryptoPumpAlerts,None,5.4908,-39.6845,0,4242,target,2018-01-02
Telegram,781,5,758,32,179,CryptoCartelOriginal,Other,6.0359,-24.8604,0,4772,target,2018-05-13
Telegram,782,1,44,167,21,PumpHunters,Other,2.2842,-37.3251,0,9330,target,2018-01-29
